query_id,query_text,status,mrr,hit_at_1,hit_at_3,hit_at_5,hit_at_10,hit_at_20,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_20,ndcg_at_1,ndcg_at_3,ndcg_at_5,ndcg_at_10,ndcg_at_20,retrieval_time_ms,n_retrieved,n_generation_docs,reranked,gen_recall,gen_hit,question_type,n_expected,primary_metric_type,primary_metric_value,sec_exact_match,sec_f1_score,sec_faithfulness,graph_candidates,vector_candidates,graph_only_candidates,graph_resolved,query_keywords,expected_response,generated_response
q_1106,Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.2,20,5,True,1.0,1.0,bridge,2,f1_score,0.8,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Captain John Underhill,John Underhill
q_6953,In which film did Emilio Estevez star in in the same year as Nightmares,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.5,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",The Outsiders,The Outsiders
q_2375,What was the concept of the business Eric S .Pistorius worked for after being an attorney?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,53.5,20,5,True,0.5,1.0,bridge,2,f1_score,0.0,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",to ensure wide visibility and understanding of cases in a region,law firm
q_5129,Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,66.7,20,5,True,0.5,1.0,bridge,2,f1_score,0.0,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Keelung,Zhuhai
q_4491,Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,94.5,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,1.0,,,,,"{""low"": [], ""high"": []}",yes,yes
q_720," Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.6131,0.6131,0.6131,0.7527,128.0,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",an organ,organ
q_1205, The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67.1,20,5,True,1.0,1.0,bridge,2,f1_score,0.8571,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",the George Washington Bridge,George Washington Bridge
q_5136,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81.5,20,5,True,1.0,1.0,bridge,2,f1_score,0.0,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Vitor Belfort,Rashad Evans
q_4151,"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6131,0.8503,0.8503,0.8503,54.6,20,5,True,0.5,1.0,bridge,2,f1_score,0.0,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",tip of the Baja California,Sinaloa
q_4456,"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,103.7,20,5,True,1.0,1.0,bridge,2,f1_score,0.8,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",The Tugurt language,Tugurt language
q_6054,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.3,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Q,Q
q_7110,Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82.3,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",2002,2002
q_4166,Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Oliver Parker,Oliver Parker
q_1564,George Gershwin is an American Composer and Judith Weir is a composer from which country?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.2,20,5,True,1.0,1.0,comparison,2,accuracy,0.0,0.0,0.5,1.0,,,,,"{""low"": [], ""high"": []}",a British composer,British
q_6694,What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,83.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Rafael Márquez,Rafael Márquez
q_3802,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,84.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,0.9,,,,,"{""low"": [], ""high"": []}",South Korea,South Korea
q_7043,Ruddles Brewery is owned by a pub retailer and brewer based in what city?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,59.6,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Bury St Edmunds,Bury St Edmunds
q_4109,The creator of the Lisa Simpson character was born in what year?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.7,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",1954,1954
q_4368,Where is the international airport which Eagle Aviation wet lease operations were based in located ,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,68.5,20,5,True,0.5,1.0,bridge,2,f1_score,0.6667,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",France.,"Paris, France"
q_150,What occupation was shared by David Yates and Pietro Germi?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.9,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,1.0,,,,,"{""low"": [], ""high"": []}",director,director
q_6058,Who sang lead vocals on the Oasis hit single which had an acoustic debut in drummer Tony McCarroll's last concert ? ,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.1,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Noel Gallagher,Noel Gallagher
q_1653,"St. John's College, Belize offers an education in a tradition in which what three subjects were the core?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,118.0,20,5,True,1.0,1.0,bridge,2,f1_score,0.8571,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}","Grammar, logic, and rhetoric","Grammar, Logic, Rhetoric"
q_4619,Robert Earl Holding owned an oil company that was originally founded by who?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68.6,20,5,True,1.0,1.0,bridge,2,f1_score,0.8,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Harry F. Sinclair,Harry Sinclair
q_2179,"What instrument does Duff McKagan play on Macy Gray's single, Kissed It?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.6131,0.6131,0.8175,0.8175,73.9,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",bass,bass
q_6444,Which American popular music and country music singer recorded J. D. Souther song ,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,95.3,20,5,True,1.0,1.0,bridge,2,f1_score,0.8,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Linda Maria Ronstadt,Linda Ronstadt
q_3882,In which six Western European territories have Celtic languages or cultural traits survived?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6131,0.8772,0.8772,0.8772,82.0,20,5,True,1.0,1.0,bridge,2,f1_score,0.9412,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}","Brittany, Cornwall, Ireland, Isle of Man, Scotland and Wales.","Brittany, Cornwall, Ireland, Isle of Man, Scotland, Wales"
q_2951,Who is known for composing  American Beauty: Original Motion Picture Score and many other film scores?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.9,20,5,True,1.0,1.0,bridge,2,f1_score,0.8,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Thomas Montgomery Newman,Thomas Newman
q_224,What film was written and directed by Joby Harold with music written by Samuel Sim?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.6131,0.6131,0.8316,0.8316,54.7,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Awake,Awake
q_902,"What group did Carlene LeFevre and Rich LeFevre form in Brooklyn, New York City?",completed,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1396,67.2,20,5,True,0.5,1.0,bridge,2,f1_score,0.0,0.0,0.0,0.2,24,20,24,24,"{""low"": [""Carlene LeFevre"", ""Rich LeFevre"", ""Brooklyn"", ""New York City""], ""high"": [""group formation"", ""music collaboration""]}","the ""First Family of Competitive Eating""",none
q_1009,"Michaël Llodra of France, called ""the best volleyer on tour"", defeated Juan Martín del Potro a professional of what nationality?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130.4,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Argentinian,Argentinian
q_6856,What company produced the 1978 movie based on a book written by a radio playwright and children's book author born in 1900?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6131,0.8503,0.8503,0.8503,52.1,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Walt Disney Productions,Walt Disney Productions
q_7251,How many students were enrolled in American professional bowler Chris Barnes' high school in the 2010-2011 school year?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,94.9,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}","1,840 students",1840
q_654,"Which canal, Miami Canal or Dundee Canal, also supplies hydro-power and water for manufacturing?",completed,0.0526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2815,81.6,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,1.0,1,20,1,1,"{""low"": [""Miami Canal"", ""Dundee Canal""], ""high"": [""hydro-power"", ""manufacturing water supply""]}",Dundee Canal,Dundee Canal
q_6395,What is the middle name of the singer who recorded Would You Like to Take a Walk? with Louis Armstrong in 1951,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6131,0.8503,0.8503,0.8503,95.5,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,0.1,,,,,"{""low"": [], ""high"": []}",Jane,Jane
q_1979,What was Richard Connell's best known work The Hounds of Zaroff also published as?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",The Most Dangerous Game,The Most Dangerous Game
q_2395,The Stone Book series is set in what country? ,completed,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1396,51.4,20,5,True,0.5,1.0,bridge,2,f1_score,0.5,0.0,0.0,0.0,6,20,6,6,"{""low"": [""The Stone Book series""], ""high"": [""setting"", ""origin""]}",North West England,England
q_3048,Are both Jonathan Marray and Wayne Black British?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.6,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,0.2,,,,,"{""low"": [], ""high"": []}",no,no
q_4120,Sporobolus and Zea are in the same what?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.6131,0.6131,0.6131,0.7527,82.0,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,1.0,10,20,9,9,"{""low"": [""Sporobolus"", ""Zea""], ""high"": [""taxonomic classification"", ""botanical relationship""]}",family,family
q_5848,Are Mick Jagger and Brett Scallions both musicians?,completed,0.0526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2815,64.8,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,0.1,5,20,4,4,"{""low"": [""Mick Jagger"", ""Brett Scallions""], ""high"": [""musician""]}",yes,yes
q_2923,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",completed,0.0526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2815,77.2,20,5,True,1.0,1.0,bridge,2,f1_score,0.3333,0.0,0.0,1.0,26,20,26,26,"{""low"": [""Senator Ted Kennedy"", ""John F. Fitzgerald""], ""high"": [""political legacy"", ""family heritage""]}",St. Patrick's Day in 1988,1988
q_4913,Which 8-year old star of an epistolary novel turned musical by Alice Walker also voiced Frankie Greene in a Disney series?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.1,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Diamond White,Diamond White
q_6818,"Which music group has the most members, DC Talk, or Manchester Orchestra?",completed,0.0526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2815,62.3,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,1.0,40,20,39,39,"{""low"": [""DC Talk"", ""Manchester Orchestra""], ""high"": [""group size comparison"", ""music group member count""]}",Manchester Orchestra,Manchester Orchestra
q_680,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.4,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Perfect Strangers,Perfect Strangers
q_37,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,166.0,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",World War II,World War II
q_3201,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6131,0.8772,0.8772,0.8772,110.6,20,5,True,1.0,1.0,bridge,2,f1_score,0.9091,0.0,0.0,0.1,,,,,"{""low"": [], ""high"": []}",World War I fighter aircraft.,Allied World War I fighter aircraft
q_6650,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",completed,0.3333,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.3066,0.5706,0.5706,0.5706,84.5,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",BMW X6,BMW X6
q_1606,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.0,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,0.2,,,,,"{""low"": [], ""high"": []}",no,no
q_6481,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Yakuza,Yakuza
q_6982, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6131,0.8503,0.8503,0.8503,90.8,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",filibuster,filibuster
q_4536,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",completed,0.0526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2815,75.4,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,0.2,9,20,7,7,"{""low"": [""Silphium"", ""Heliotropium""], ""high"": [""flowering plants"", ""genera""]}",yes,yes
q_5693,Mexican Indignados Movement is a response to a war also known as?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,104.0,20,5,True,1.0,1.0,bridge,2,f1_score,0.5714,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Mexican War on Drugs,Mexican Drug War
q_4568,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,119.2,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,0.2,,,,,"{""low"": [], ""high"": []}",no,no
q_4128,"Robert Allen ""Bob"" Case is best known for inspiring the naming of which initial area of low pressure developed off Atlantic Canada on October 29? ",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,104.6,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",1991 Perfect Storm,the Perfect Storm
q_3340,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,completed,0.0526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2815,98.5,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,40,20,40,40,"{""low"": [""Jerome Bernard"", ""Ira Lewis""], ""high"": [""film adaptation"", ""shared work""]}",Chinese Coffee,Chinese Coffee
q_7365,"Who has more scope of profession, Bob Fosse or Angelina Jolie?",completed,0.0526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2815,73.5,20,5,True,1.0,1.0,comparison,2,accuracy,0.0,0.0,0.4,1.0,12,20,12,12,"{""low"": [""Bob Fosse"", ""Angelina Jolie""], ""high"": [""profession"", ""career""]}",Robert Louis Fosse,Bob Fosse
q_6623,What bitcoin start up featured Erik Voorhees as Director of Marketing?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,58.6,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",BitInstant,BitInstant
q_2667,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,111.5,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",David Patrick Griffin,David Patrick Griffin
q_2980,Who did Neleus of Scepsis study under in addition to Theophrastus in the Peripatetic school?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,89.8,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",Aristotle,Aristotle
q_1833,In what basketball position does the brother of Saulius Kuzminskas play?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.6,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,,,,,"{""low"": [], ""high"": []}",small forward,small forward
