query_id,query_text,status,mrr,hit_at_1,hit_at_3,hit_at_5,hit_at_10,hit_at_20,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_20,ndcg_at_1,ndcg_at_3,ndcg_at_5,ndcg_at_10,ndcg_at_20,retrieval_time_ms,n_retrieved,n_generation_docs,reranked,gen_recall,gen_hit,question_type,n_expected,primary_metric_type,primary_metric_value,sec_exact_match,sec_f1_score,sec_faithfulness,expected_response,generated_response
q_5136,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,83.7,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,Vitor Belfort,Vitor Belfort
q_4151,"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69.6,20,5,True,1.0,1.0,bridge,2,f1_score,0.0,0.0,0.0,1.0,tip of the Baja California,Sinaloa
q_4456,"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,109.8,20,5,True,1.0,1.0,bridge,2,f1_score,0.5,0.0,0.0,1.0,The Tugurt language,Tugurt
q_6054,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.8,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,Q,Q
q_7110,Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62.1,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,2002,2002
q_4166,Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.1,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,Oliver Parker,Oliver Parker
q_1564,George Gershwin is an American Composer and Judith Weir is a composer from which country?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.1,20,5,True,1.0,1.0,comparison,2,accuracy,0.0,0.0,0.5,1.0,a British composer,British
q_6694,What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,86.9,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,Rafael Márquez,Rafael Márquez
q_3802,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.1,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,South Korea,South Korea
q_7043,Ruddles Brewery is owned by a pub retailer and brewer based in what city?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,Bury St Edmunds,Bury St Edmunds
q_4109,The creator of the Lisa Simpson character was born in what year?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.4,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,1954,1954
q_4368,Where is the international airport which Eagle Aviation wet lease operations were based in located ,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.6131,0.6131,0.6131,0.7664,127.0,20,5,True,1.0,1.0,bridge,2,f1_score,0.0,0.0,0.0,1.0,France.,Charles de Gaulle Airport
q_150,What occupation was shared by David Yates and Pietro Germi?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,86.0,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,1.0,director,director
q_6058,Who sang lead vocals on the Oasis hit single which had an acoustic debut in drummer Tony McCarroll's last concert ? ,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.0,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,Noel Gallagher,Noel Gallagher
q_1653,"St. John's College, Belize offers an education in a tradition in which what three subjects were the core?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,106.4,20,5,True,1.0,1.0,bridge,2,f1_score,0.8571,0.0,0.0,1.0,"Grammar, logic, and rhetoric","grammar, logic, rhetoric"
q_4619,Robert Earl Holding owned an oil company that was originally founded by who?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,Harry F. Sinclair,Harry F. Sinclair
q_2179,"What instrument does Duff McKagan play on Macy Gray's single, Kissed It?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,78.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,bass,bass
q_6444,Which American popular music and country music singer recorded J. D. Souther song ,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,119.2,20,5,True,1.0,1.0,bridge,2,f1_score,0.8,0.0,0.0,1.0,Linda Maria Ronstadt,Linda Ronstadt
q_3882,In which six Western European territories have Celtic languages or cultural traits survived?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67.1,20,5,True,1.0,1.0,bridge,2,f1_score,0.9412,0.0,0.0,1.0,"Brittany, Cornwall, Ireland, Isle of Man, Scotland and Wales.","Brittany, Cornwall, Ireland, Isle of Man, Scotland, Wales"
q_2951,Who is known for composing  American Beauty: Original Motion Picture Score and many other film scores?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,20,5,True,1.0,1.0,bridge,2,f1_score,0.8,0.0,0.0,1.0,Thomas Montgomery Newman,Thomas Newman
q_224,What film was written and directed by Joby Harold with music written by Samuel Sim?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,49.9,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,Awake,Awake
q_902,"What group did Carlene LeFevre and Rich LeFevre form in Brooklyn, New York City?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,78.5,20,5,True,0.5,1.0,bridge,2,f1_score,0.0,0.0,0.0,1.0,"the ""First Family of Competitive Eating""",none
q_1009,"Michaël Llodra of France, called ""the best volleyer on tour"", defeated Juan Martín del Potro a professional of what nationality?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,92.1,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,Argentinian,Argentinian
q_6856,What company produced the 1978 movie based on a book written by a radio playwright and children's book author born in 1900?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,87.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,Walt Disney Productions,Walt Disney Productions
q_7251,How many students were enrolled in American professional bowler Chris Barnes' high school in the 2010-2011 school year?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,0.0,1.0,"1,840 students",1840
q_654,"Which canal, Miami Canal or Dundee Canal, also supplies hydro-power and water for manufacturing?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,89.2,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,1.0,Dundee Canal,Dundee Canal
q_6395,What is the middle name of the singer who recorded Would You Like to Take a Walk? with Louis Armstrong in 1951,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6131,0.8772,0.8772,0.8772,195.6,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,0.2,Jane,Jane
q_1979,What was Richard Connell's best known work The Hounds of Zaroff also published as?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.9,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,The Most Dangerous Game,The Most Dangerous Game
q_2395,The Stone Book series is set in what country? ,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6131,0.6131,0.6131,0.6131,59.0,20,5,True,0.5,1.0,bridge,2,f1_score,0.5,0.0,0.0,0.5,North West England,England
q_3048,Are both Jonathan Marray and Wayne Black British?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67.5,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,0.2,no,no
q_4120,Sporobolus and Zea are in the same what?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69.2,20,5,True,1.0,1.0,comparison,2,accuracy,0.0,0.0,0.0,0.8,family,Poaceae
q_5848,Are Mick Jagger and Brett Scallions both musicians?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.9,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,0.2,yes,yes
q_2923,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,61.5,20,5,True,1.0,1.0,bridge,2,f1_score,0.3333,0.0,0.0,1.0,St. Patrick's Day in 1988,1988
